"Accepted Symbol","Synonym Symbol","Scientific Name","Duration","Active Growth Period","Foliage Color","pH (Minimum)","pH (Maximum)","Precipitation (Minimum)","Precipitation (Maximum)","Shade Tolerance","Temperature, Minimum (°F)"
"DIFR8","","Dipodium freycinetioides","Perennial","","","","","","","",""
"DIPOG","","Dipogon","","","","","","","","",""
"DILI8","","Dipogon lignosus","Perennial","","","","","","","",""
"DIPSA","","Dipsacus","","","","","","","","",""
"DIFU2","","Dipsacus fullonum","Biennial","","","","","","","",""
"DILA4","","Dipsacus laciniatus","Biennial","","","","","","","",""
"DISA9","","Dipsacus sativus","Biennial","","","","","","","",""
"DIPTE","","Dipteryx","","","","","","","","",""
"DIOD2","","Dipteryx odorata","","","","","","","","",""
"DIRCA","","Dirca","","","","","","","","",""
"DIOC3","","Dirca occidentalis","Perennial","","","","","","","",""
"DIPA9","","Dirca palustris","Perennial","","","","","","","",""
"DIRIN","","Dirina","","","","","","","","",""
"DICA6","","Dirina catalinariae","","","","","","","","",""
"DIPA15","","Dirina paradoxa","","","","","","","","",""
"DIRIN2","","Dirinaria","","","","","","","","",""
"DIAE2","","Dirinaria aegialita","","","","","","","","",""
"DIAP3","","Dirinaria applanata","","","","","","","","",""
"DICO13","","Dirinaria confluens","","","","","","","","",""
"DICO14","","Dirinaria confusa","","","","","","","","",""
"DICOS","","Dirinaria confusa var. saxicola","","","","","","","","",""
"DIFR2","","Dirinaria frostii","","","","","","","","",""
"DILE8","","Dirinaria leopoldii","","","","","","","","",""
"DIPA24","","Dirinaria papillulifera","","","","","","","","",""
"DIPI6","","Dirinaria picta","","","","","","","","",""
"DIPU6","","Dirinaria purpurascens","","","","","","","","",""
"DISCE","","Discelium","","","","","","","","",""
"DINU5","","Discelium nudum","","","","","","","","",""
"DISCH","","Dischidia","","","","","","","","",""
"DIHA7","","Dischidia hahliana","Perennial","","","","","","","",""
"DIPU10","","Dischidia puberula","","","","","","","","",""
"DISCO","","Discocalyx","","","","","","","","",""
"DIME9","","Discocalyx megacarpa","","","","","","","","",""
"DIME12","","Discocalyx mezii","Perennial","","","","","","","",""
"DIPA33","","Discocalyx palauensis","Perennial","","","","","","","",""
"DISPE2","","Disperis","","","","","","","","",""
"DINE7","","Disperis neilgherrensis","Perennial","","","","","","","",""
"DISPH2","","Disphyma","","","","","","","","",""
"DICR8","","Disphyma crassifolium","","","","","","","","",""
"DISSA","","Dissanthelium","","","","","","","","",""
"DICA5","","Dissanthelium californicum","Annual","","","","","","","",""
"DISSO","","Dissochondrus","","","","","","","","",""
"DIBI2","","Dissochondrus biflorus","Perennial","","","","","","","",""
"DISSO2","","Dissotis","","","","","","","","",""
"DIRO2","","Dissotis rotundifolia","Perennial","","","","","","","",""
"DISTI3","","Distichium","","","","","","","","",""
"DICA29","","Distichium capillaceum","","","","","","","","",""
"DICAC3","","Distichium capillaceum var. capillaceum","","","","","","","","",""
"DICAC4","","Distichium capillaceum var. curvatum","","","","","","","","",""
"DIHA70","","Distichium hagenii","","","","","","","","",""
"DIIN70","","Distichium inclinatum","","","","","","","","",""
"DISTI","","Distichlis","","","","","","","","",""
"DIPA23","","Distichlis palmeri","","","","","","","","",""
"DISP","","Distichlis spicata","Perennial","Spring, Summer, Fall","Green","6.4","10.0","5","70","Intolerant","-35"
"DISTI2","","Distictis","","","","","","","","",""
"DIBU3","","Distictis buccinatoria","","","","","","","","",""
"DILA10","","Distictis lactiflora","Perennial","","","","","","","",""
"DISTO","","Distopyrenis","","","","","","","","",""
"DIAM6","","Distopyrenis americana","","","","","","","","",""
"DIPA28","","Distopyrenis pachyospora","","","","","","","","",""
"DIQU3","","Distopyrenis quercicola","","","","","","","","",""
"DISU9","","Distopyrenis submuriformis","","","","","","","","",""
"DITHY","","Dithyrea","","","","","","","","",""
"DICA7","","Dithyrea californica","Annual","","","","","","","",""
"DIMA6","","Dithyrea maritima","Perennial","","","","","","","",""
"DITRI2","","Ditrichum","","","","","","","","",""
"DIAM5","","Ditrichum ambiguum","","","","","","","","",""
"DIFL70","","Ditrichum flexicaule","","","","","","","","",""
"DIHE3","","Ditrichum heteromallum","","","","","","","","",""
"DILI10","","Ditrichum lineare","","","","","","","","",""
"DIMO8","","Ditrichum montanum","","","","","","","","",""
"DIPA22","","Ditrichum pallidum","","","","","","","","",""
"DIPU7","","Ditrichum pusillum","","","","","","","","",""
"DIRH2","","Ditrichum rhynchostegium","","","","","","","","",""
"DISC6","","Ditrichum schimperi","","","","","","","","",""
"DIZO","","Ditrichum zonatum","","","","","","","","",""
"DIZOS","","Ditrichum zonatum var. scabrifolium","","","","","","","","",""
"DIZOZ","","Ditrichum zonatum var. zonatum","","","","","","","","",""
"DITRY","","Ditrysinia","","","","","","","","",""
"DIFR6","","Ditrysinia fruticosa","Perennial","","","","","","","",""
"DITTA","","Ditta","","","","","","","","",""
"DIMY","","Ditta myricoides","Perennial","","","","","","","",""
"DITTR","","Dittrichia","","","","","","","","",""
"DIGR3","","Dittrichia graveolens","Annual","","","","","","","",""
"DIVI6","","Dittrichia viscosa","Perennial","","","","","","","",""
"DODEC2","","Dodecahema","","","","","","","","",""
"DOLE","","Dodecahema leptoceras","Annual","","","","","","","",""
"DODEC","","Dodecatheon","","","","","","","","",""
"DOAL","","Dodecatheon alpinum","Perennial","","","","","","","",""
"DOALA","","Dodecatheon alpinum ssp. alpinum","Perennial","","","","","","","",""
"DOALM","","Dodecatheon alpinum ssp. majus","Perennial","","","","","","","",""
"DOAM","","Dodecatheon amethystinum","Perennial","","","","","","","",""
"DOAU","","Dodecatheon austrofrigidum","Perennial","","","","","","","",""
"DOCL","","Dodecatheon clevelandii","Perennial","","","","","","","",""
"DOCLC","","Dodecatheon clevelandii ssp. clevelandii","Perennial","","","","","","","",""
"DOCLI","","Dodecatheon clevelandii ssp. insulare","Perennial","","","","","","","",""
"DOCLP","","Dodecatheon clevelandii ssp. patulum","Perennial","","","","","","","",""
"DOCLS","","Dodecatheon clevelandii ssp. sanctarum","Perennial","","","","","","","",""
"DOCO","","Dodecatheon conjugens","Perennial","","","","","","","",""
"DOCOC3","","Dodecatheon conjugens ssp. conjugens","Perennial","","","","","","","",""
"DOCOV2","","Dodecatheon conjugens ssp. viscidum","Perennial","","","","","","","",""
"DODE","","Dodecatheon dentatum","Perennial","","","","","","","",""
"DODED2","","Dodecatheon dentatum ssp. dentatum","Perennial","","","","","","","",""
"DODEE","","Dodecatheon dentatum ssp. ellisiae","Perennial","","","","","","","",""
"DODEU","","Dodecatheon dentatum ssp. utahense","Perennial","","","","","","","",""
"DOFR2","","Dodecatheon frenchii","Perennial","","","","","","","",""
"DOFR","","Dodecatheon frigidum","Perennial","","","","","","","",""
"DOHE","","Dodecatheon hendersonii","Perennial","","","","","","","",""
"DOHEC","","Dodecatheon hendersonii ssp. cruciatum","Perennial","","","","","","","",""
"DOHEH3","","Dodecatheon hendersonii ssp. hansenii","Perennial","","","","","","","",""
"DOHEH","","Dodecatheon hendersonii ssp. hendersonii","Perennial","","","","","","","",""
"DOHEP","","Dodecatheon hendersonii ssp. parvifolium","Perennial","","","","","","","",""
"DOJE","","Dodecatheon jeffreyi","Perennial","","","","","","","",""
"DOJEJ","","Dodecatheon jeffreyi ssp. jeffreyi","Perennial","","","","","","","",""
"DOJEP","","Dodecatheon jeffreyi ssp. pygmaeum","Perennial","","","","","","","",""
"DOME","","Dodecatheon meadia","Perennial","Spring","Green","4.5","7.5","30","55","Tolerant","-38"
"DOMEB2","","Dodecatheon meadia ssp. brachycarpum","Perennial","","","","","","","",""
"DOMEM3","","Dodecatheon meadia ssp. meadia","Perennial","","","","","","","",""
"DOPO","","Dodecatheon poeticum","Perennial","","","","","","","",""
"DOPU","","Dodecatheon pulchellum","Perennial","Spring and Summer","Green","6.0","7.8","12","30","Intermediate","-33"
"DOPUC","","Dodecatheon pulchellum ssp. cusickii","Perennial","","","","","","","",""
"DOPUM2","","Dodecatheon pulchellum ssp. macrocarpum","Perennial","","","","","","","",""
"DOPUM3","","Dodecatheon pulchellum ssp. monanthum","Perennial","","","","","","","",""
"DOPUP2","","Dodecatheon pulchellum ssp. pulchellum","Perennial","","","","","","","",""
"DORE","","Dodecatheon redolens","Perennial","","","","","","","",""
"DOSU","","Dodecatheon subalpinum","Perennial","","","","","","","",""
"DODON","","Dodonaea","","","","","","","","",""
"DOLA5","","Dodonaea lanceolata","","","","","","","","",""
"DOLO3","","Dodonaea lobulata","","","","","","","","",""
"DOMI6","","Dodonaea microzyga","","","","","","","","",""
"DOST3","","Dodonaea stenozyga","","","","","","","","",""
"DOVI","","Dodonaea viscosa","Perennial","Spring, Summer, Fall","Red","6.5","9.2","8","32","Intermediate","18"
"DOVIA3","","Dodonaea viscosa ssp. angustissima","","","","","","","","",""
"DOVIC","","Dodonaea viscosa ssp. cuneata","","","","","","","","",""
"DOELL2","","Doellingeria","","","","","","","","",""
"DOIN2","","Doellingeria infirma","Perennial","","","","","","","",""
"DOSC","","Doellingeria scabra","","","","","","","","",""
"DOSE","","Doellingeria sericocarpoides","Perennial","","","","","","","",""
"DOUM2","","Doellingeria umbellata","Perennial","","","","","","","",""
"DOUMP2","","Doellingeria umbellata var. pubens","Perennial","","","","","","","",""
"DOUMU","","Doellingeria umbellata var. umbellata","Perennial","","","","","","","",""
"DOLIC3","","Dolichandrone","","","","","","","","",""
"DOSP3","","Dolichandrone spathacea","","","","","","","","",""
"DOLIC2","","Dolichos","","","","","","","","",""
"DOSE3","","Dolichos sericeus","","","","","","","","",""
"DOSEF","","Dolichos sericeus ssp. formosus","","","","","","","","",""
"DOTR2","","Dolichos trilobus","","","","","","","","",""
"DOLIO","","Doliocarpus","","","","","","","","",""
"DOMA","","Doliocarpus major","Perennial","","","","","","","",""
"DOOL","","Doliocarpus olivaceus","Perennial","","","","","","","",""
"DOMBE2","","Dombeya","","","","","","","","",""
"DOBU2","","Dombeya burgessiae","","","","","","","","",""
"DOWA2","","Dombeya wallichii","","","","","","","","",""
"DOMIN","","Domingoa","","","","","","","","",""
"DOHA2","","Domingoa haematochila","Perennial","","","","","","","",""
"DONAX","","Donax","","","","","","","","",""
"DOCA5","","Donax canniformis","","","","","","","","",""
"DONNE","","Donnellia","","","","","","","","",""
"DOCO5","","Donnellia commutata","","","","","","","","",""
"DONRI","","Donrichardsia","","","","","","","","",""
"DOMA3","","Donrichardsia macroneuron","","","","","","","","",""
"DOODI","","Doodia","","","","","","","","",""
"DOKU","","Doodia kunthiana","Perennial","","","","","","","",""
"DOLY","","Doodia lyonii","Perennial","","","","","","","",""
"DOPAT","","Dopatrium","","","","","","","","",""
"DOJU","","Dopatrium junceum","Annual","","","","","","","",""
"DOREM","","Dorema","","","","","","","","",""
"DOAM2","","Dorema ammoniacum","","","","","","","","",""
"DORON","","Doronicum","","","","","","","","",""
"DOAU2","","Doronicum austriacum","","","","","","","","",""
"DOPA2","","Doronicum pardalianches","Perennial","","","","","","","",""
"DOPL","","Doronicum plantagineum","Perennial","","","","","","","",""
"DORST","","Dorstenia","","","","","","","","",""
"DOCO3","","Dorstenia contrajerva","Perennial","","","","","","","",""
"DORYC","","Dorycnium","","","","","","","","",""
"DOHI2","","Dorycnium hirsutum","","","","","","","","",""
"DOPE2","","Dorycnium pentaphyllum","","","","","","","","",""
"DOPEG","","Dorycnium pentaphyllum ssp. germanicum","","","","","","","","",""
"DOPEH","","Dorycnium pentaphyllum ssp. herbaceum","","","","","","","","",""
"DORE4","","Dorycnium rectum","","","","","","","","",""
"DORYO","","Doryopteris","","","","","","","","",""
"DOAN2","","Doryopteris angelica","Perennial","","","","","","","",""
"DODE4","","Doryopteris decipiens","Perennial","","","","","","","",""
"DODE2","","Doryopteris decora","Perennial","","","","","","","",""
"DOPE","","Doryopteris pedata","Perennial","","","","","","","",""
"DOSU2","","Doryopteris subdecipiens","Perennial","","","","","","","",""
"DOTA2","","Doryopteris takeuchii","Perennial","","","","","","","",""
"DOUGL","","Douglasia","","","","","","","","",""
"DOAL2","","Douglasia alaskana","Annual, Biennial, Perennial","","","","","","","",""
"DOAR","","Douglasia arctica","Perennial","","","","","","","",""
"DOBE2","","Douglasia beringensis","Perennial","","","","","","","",""
"DOCO7","","Douglasia conservatorum","Perennial","","","","","","","",""
"DOGO","","Douglasia gormanii","Perennial","","","","","","","",""
"DOID","","Douglasia idahoensis","Perennial","","","","","","","",""
"DOLA","","Douglasia laevigata","Perennial","Spring and Summer","Green","6.0","7.8","12","24","Intermediate","-13"
"DOLAC","","Douglasia laevigata var. ciliolata","Perennial","","","","","","","",""
"DOLAL","","Douglasia laevigata var. laevigata","Perennial","","","","","","","",""
"DOMO","","Douglasia montana","Perennial","","","","","","","",""
"DONI","","Douglasia nivalis","Perennial","","","","","","","",""
"DONID","","Douglasia nivalis var. dentata","Perennial","","","","","","","",""
"DONIN","","Douglasia nivalis var. nivalis","Perennial","","","","","","","",""
"DOOC","","Douglasia ochotensis","Perennial","","","","","","","",""
"DOUIN","","Douinia","","","","","","","","",""
"DOOV","","Douinia ovata","","","","","","","","",""
"DOVYA","","Dovyalis","","","","","","","","",""
"DOAB","","Dovyalis abyssinica","","","","","","","","",""
"DOCA3","","Dovyalis caffra","","","","","","","","",""
"DOHE2","","Dovyalis hebecarpa","Perennial","","","","","","","",""
"DOWNI","","Downingia","","","","","","","","",""
"DOBA","","Downingia bacigalupii","Annual","","","","","","","",""
"DOBE","","Downingia bella","Annual","","","","","","","",""
"DOBI","","Downingia bicornuta","Annual","Spring and Summer","Green","6.0","8.2","12","32","Intolerant","47"
"DOBIB","","Downingia bicornuta var. bicornuta","Annual","","","","","","","",""
"DOBIP","","Downingia bicornuta var. picta","Annual","","","","","","","",""
"DOCO2","","Downingia concolor","Annual","","","","","","","",""
"DOCOB","","Downingia concolor var. brevior","Annual","","","","","","","",""
"DOCOC","","Downingia concolor var. concolor","Annual","","","","","","","",""
"DOCOT","","Downingia concolor var. tricolor","Annual","","","","","","","",""
"DOCU","","Downingia cuspidata","Annual","","","","","","","",""
"DOEL","","Downingia elegans","Annual","","","","","","","",""
"DOELB","","Downingia elegans var. brachypetala","Annual","","","","","","","",""
"DOELE","","Downingia elegans var. elegans","Annual","","","","","","","",""
"DOIN","","Downingia insignis","Annual","","","","","","","",""
"DOLA2","","Downingia laeta","Annual","Spring and Summer","Green","6.4","7.9","12","25","Intolerant","52"
"DOMO2","","Downingia montana","Annual","","","","","","","",""
"DOOR","","Downingia ornatissima","Annual","","","","","","","",""
"DOORE","","Downingia ornatissima var. eximia","Annual","","","","","","","",""
"DOORO","","Downingia ornatissima var. ornatissima","Annual","","","","","","","",""
"DOPU2","","Downingia pulchella","Annual","","","","","","","",""
